"Age","TicketPrice2021Dollars","Sex","Pclass","Fare","Survived"
1,38400,"male","1",241.79523162555,"1"
1,39200,"male","1",246.832632284415,"1"
1,40000,"male","1",251.870032943281,"1"
1,40800,"male","1",256.907433602147,"1"
1,41600,"male","1",261.944834261012,"1"
1,42400,"male","1",266.982234919878,"1"
1,43200,"male","1",272.019635578744,"1"
1,44000,"male","1",277.057036237609,"1"
1,44800,"male","1",282.094436896475,"1"
1,45600,"male","1",287.13183755534,"1"
1,46400,"male","1",292.169238214206,"1"
1,47200,"male","1",297.206638873072,"1"
1,48000,"male","1",302.244039531937,"1"
1,48800,"male","1",307.281440190803,"1"
1,49600,"male","1",312.318840849669,"1"
1,50400,"male","1",317.356241508534,"1"
1,51200,"male","1",322.3936421674,"1"
1,52000,"male","1",327.431042826265,"1"
1,52800,"male","1",332.468443485131,"1"
1,53600,"male","1",337.505844143997,"1"
1,54400,"male","1",342.543244802862,"1"
1,55200,"male","1",347.580645461728,"1"
1,56000,"male","1",352.618046120594,"1"
1,56800,"male","1",357.655446779459,"1"
1,57600,"male","1",362.692847438325,"1"
1,58400,"male","1",367.73024809719,"1"
1,59200,"male","1",372.767648756056,"1"
1,60000,"male","1",377.805049414922,"1"
1,60800,"male","1",382.842450073787,"1"
1,61600,"male","1",387.879850732653,"1"
1,62400,"male","1",392.917251391519,"1"
1,63200,"male","1",397.954652050384,"1"
1,64000,"male","1",402.99205270925,"1"
1,64800,"male","1",408.029453368115,"1"
1,65600,"male","1",413.066854026981,"1"
1,66400,"male","1",418.104254685847,"1"
1,67200,"male","1",423.141655344712,"1"
1,68000,"male","1",428.179056003578,"1"
1,68800,"male","1",433.216456662444,"1"
1,69600,"male","1",438.253857321309,"1"
1,70400,"male","1",443.291257980175,"1"
1,71200,"male","1",448.32865863904,"1"
1,72000,"male","1",453.366059297906,"1"
1,72800,"male","1",458.403459956772,"1"
1,73600,"male","1",463.440860615637,"1"
1,74400,"male","1",468.478261274503,"1"
1,75200,"male","1",473.515661933369,"1"
1,76000,"male","1",478.553062592234,"1"
1,76800,"male","1",483.5904632511,"1"
1,77600,"male","1",488.627863909965,"1"
1,78400,"male","1",493.665264568831,"1"
1,79200,"male","1",498.702665227697,"1"
1,1,"male","2",0.00629675082358203,"1"
1,800,"male","2",5.03740065886562,"1"
1,1600,"male","2",10.0748013177312,"1"
1,2400,"male","2",15.1122019765969,"1"
1,3200,"male","2",20.1496026354625,"1"
1,4000,"male","2",25.1870032943281,"1"
1,4800,"male","2",30.2244039531937,"1"
1,5600,"male","2",35.2618046120594,"1"
1,6400,"male","2",40.299205270925,"1"
1,7200,"male","2",45.3366059297906,"1"
1,8000,"male","2",50.3740065886562,"1"
1,8800,"male","2",55.4114072475218,"1"
1,9600,"male","2",60.4488079063875,"1"
1,10400,"male","2",65.4862085652531,"1"
1,11200,"male","2",70.5236092241187,"1"
1,12000,"male","2",75.5610098829843,"1"
1,12800,"male","2",80.59841054185,"1"
1,13600,"male","2",85.6358112007156,"1"
1,14400,"male","2",90.6732118595812,"1"
1,15200,"male","2",95.7106125184468,"1"
1,16000,"male","2",100.748013177312,"1"
1,16800,"male","2",105.785413836178,"1"
1,17600,"male","2",110.822814495044,"1"
1,18400,"male","2",115.860215153909,"1"
1,19200,"male","2",120.897615812775,"1"
1,20000,"male","2",125.935016471641,"1"
1,20800,"male","2",130.972417130506,"1"
1,21600,"male","2",136.009817789372,"1"
1,22400,"male","2",141.047218448237,"1"
1,23200,"male","2",146.084619107103,"1"
1,24000,"male","2",151.122019765969,"1"
1,24800,"male","2",156.159420424834,"1"
1,25600,"male","2",161.1968210837,"1"
1,26400,"male","2",166.234221742566,"1"
1,27200,"male","2",171.271622401431,"1"
1,28000,"male","2",176.309023060297,"1"
1,28800,"male","2",181.346423719162,"1"
1,29600,"male","2",186.383824378028,"1"
1,30400,"male","2",191.421225036894,"1"
1,31200,"male","2",196.458625695759,"1"
1,32000,"male","2",201.496026354625,"1"
1,32800,"male","2",206.533427013491,"1"
1,33600,"male","2",211.570827672356,"1"
1,34400,"male","2",216.608228331222,"1"
1,35200,"male","2",221.645628990087,"1"
1,36000,"male","2",226.683029648953,"1"
1,36800,"male","2",231.720430307819,"1"
1,37600,"male","2",236.757830966684,"1"
1,38400,"male","2",241.79523162555,"1"
1,39200,"male","2",246.832632284415,"1"
1,40000,"male","2",251.870032943281,"1"
1,40800,"male","2",256.907433602147,"1"
1,41600,"male","2",261.944834261012,"1"
1,42400,"male","2",266.982234919878,"1"
1,43200,"male","2",272.019635578744,"1"
1,44000,"male","2",277.057036237609,"1"
1,44800,"male","2",282.094436896475,"1"
1,45600,"male","2",287.13183755534,"1"
1,46400,"male","2",292.169238214206,"1"
1,47200,"male","2",297.206638873072,"1"
1,48000,"male","2",302.244039531937,"1"
1,48800,"male","2",307.281440190803,"1"
1,49600,"male","2",312.318840849669,"1"
1,50400,"male","2",317.356241508534,"1"
1,51200,"male","2",322.3936421674,"1"
1,52000,"male","2",327.431042826265,"1"
1,52800,"male","2",332.468443485131,"1"
1,53600,"male","2",337.505844143997,"1"
1,54400,"male","2",342.543244802862,"1"
1,55200,"male","2",347.580645461728,"1"
1,56000,"male","2",352.618046120594,"1"
1,56800,"male","2",357.655446779459,"1"
1,57600,"male","2",362.692847438325,"1"
1,58400,"male","2",367.73024809719,"1"
1,59200,"male","2",372.767648756056,"1"
1,60000,"male","2",377.805049414922,"1"
1,60800,"male","2",382.842450073787,"1"
1,61600,"male","2",387.879850732653,"1"
1,62400,"male","2",392.917251391519,"1"
1,63200,"male","2",397.954652050384,"1"
1,64000,"male","2",402.99205270925,"1"
1,64800,"male","2",408.029453368115,"1"
1,65600,"male","2",413.066854026981,"1"
1,66400,"male","2",418.104254685847,"1"
1,67200,"male","2",423.141655344712,"1"
1,68000,"male","2",428.179056003578,"1"
1,68800,"male","2",433.216456662444,"1"
1,69600,"male","2",438.253857321309,"1"
1,70400,"male","2",443.291257980175,"1"
1,71200,"male","2",448.32865863904,"1"
1,72000,"male","2",453.366059297906,"1"
1,72800,"male","2",458.403459956772,"1"
1,73600,"male","2",463.440860615637,"1"
1,74400,"male","2",468.478261274503,"1"
1,75200,"male","2",473.515661933369,"1"
1,76000,"male","2",478.553062592234,"1"
1,76800,"male","2",483.5904632511,"1"
1,77600,"male","2",488.627863909965,"1"
1,78400,"male","2",493.665264568831,"1"
1,79200,"male","2",498.702665227697,"1"
1,1,"male","3",0.00629675082358203,"1"
1,800,"male","3",5.03740065886562,"1"
1,1600,"male","3",10.0748013177312,"1"
1,2400,"male","3",15.1122019765969,"1"
1,3200,"male","3",20.1496026354625,"1"
1,4000,"male","3",25.1870032943281,"1"
1,4800,"male","3",30.2244039531937,"1"
1,5600,"male","3",35.2618046120594,"1"
1,6400,"male","3",40.299205270925,"1"
1,7200,"male","3",45.3366059297906,"1"
1,8000,"male","3",50.3740065886562,"1"
1,8800,"male","3",55.4114072475218,"1"
1,9600,"male","3",60.4488079063875,"1"
1,10400,"male","3",65.4862085652531,"1"
1,11200,"male","3",70.5236092241187,"1"
1,12000,"male","3",75.5610098829843,"1"
1,12800,"male","3",80.59841054185,"1"
1,13600,"male","3",85.6358112007156,"1"
1,14400,"male","3",90.6732118595812,"1"
1,15200,"male","3",95.7106125184468,"1"
1,16000,"male","3",100.748013177312,"1"
1,16800,"male","3",105.785413836178,"1"
1,17600,"male","3",110.822814495044,"1"
1,18400,"male","3",115.860215153909,"1"
1,19200,"male","3",120.897615812775,"1"
1,20000,"male","3",125.935016471641,"1"
1,20800,"male","3",130.972417130506,"1"
1,21600,"male","3",136.009817789372,"1"
1,22400,"male","3",141.047218448237,"1"
1,23200,"male","3",146.084619107103,"1"
1,24000,"male","3",151.122019765969,"1"
1,24800,"male","3",156.159420424834,"1"
1,25600,"male","3",161.1968210837,"1"
1,26400,"male","3",166.234221742566,"1"
1,27200,"male","3",171.271622401431,"1"
1,28000,"male","3",176.309023060297,"1"
1,28800,"male","3",181.346423719162,"1"
1,29600,"male","3",186.383824378028,"1"
1,30400,"male","3",191.421225036894,"1"
1,31200,"male","3",196.458625695759,"1"
1,32000,"male","3",201.496026354625,"1"
1,32800,"male","3",206.533427013491,"1"
1,33600,"male","3",211.570827672356,"1"
1,34400,"male","3",216.608228331222,"1"
1,35200,"male","3",221.645628990087,"1"
1,36000,"male","3",226.683029648953,"1"
1,36800,"male","3",231.720430307819,"1"
1,37600,"male","3",236.757830966684,"1"
1,38400,"male","3",241.79523162555,"1"
1,39200,"male","3",246.832632284415,"1"
1,40000,"male","3",251.870032943281,"1"
1,40800,"male","3",256.907433602147,"1"
1,41600,"male","3",261.944834261012,"1"
1,42400,"male","3",266.982234919878,"1"
1,43200,"male","3",272.019635578744,"1"
1,44000,"male","3",277.057036237609,"1"
1,44800,"male","3",282.094436896475,"1"
1,45600,"male","3",287.13183755534,"1"
1,46400,"male","3",292.169238214206,"1"
1,47200,"male","3",297.206638873072,"1"
1,48000,"male","3",302.244039531937,"1"
1,48800,"male","3",307.281440190803,"1"
1,49600,"male","3",312.318840849669,"1"
1,50400,"male","3",317.356241508534,"1"
1,51200,"male","3",322.3936421674,"1"
1,52000,"male","3",327.431042826265,"1"
1,52800,"male","3",332.468443485131,"1"
1,53600,"male","3",337.505844143997,"1"
1,54400,"male","3",342.543244802862,"1"
1,55200,"male","3",347.580645461728,"1"
1,56000,"male","3",352.618046120594,"1"
1,56800,"male","3",357.655446779459,"1"
1,57600,"male","3",362.692847438325,"1"
1,58400,"male","3",367.73024809719,"1"
1,59200,"male","3",372.767648756056,"1"
1,60000,"male","3",377.805049414922,"1"
1,60800,"male","3",382.842450073787,"1"
1,61600,"male","3",387.879850732653,"1"
1,62400,"male","3",392.917251391519,"1"
1,63200,"male","3",397.954652050384,"1"
1,64000,"male","3",402.99205270925,"1"
1,64800,"male","3",408.029453368115,"1"
1,65600,"male","3",413.066854026981,"1"
1,66400,"male","3",418.104254685847,"1"
1,67200,"male","3",423.141655344712,"1"
1,68000,"male","3",428.179056003578,"1"
1,68800,"male","3",433.216456662444,"1"
1,69600,"male","3",438.253857321309,"1"
1,70400,"male","3",443.291257980175,"1"
1,71200,"male","3",448.32865863904,"1"
1,72000,"male","3",453.366059297906,"1"
1,72800,"male","3",458.403459956772,"1"
1,73600,"male","3",463.440860615637,"1"
1,74400,"male","3",468.478261274503,"1"
1,75200,"male","3",473.515661933369,"1"
1,76000,"male","3",478.553062592234,"1"
1,76800,"male","3",483.5904632511,"1"
1,77600,"male","3",488.627863909965,"1"
1,78400,"male","3",493.665264568831,"1"
1,79200,"male","3",498.702665227697,"1"
2,1,"male","1",0.00629675082358203,"1"
2,800,"male","1",5.03740065886562,"1"
2,1600,"male","1",10.0748013177312,"1"
2,2400,"male","1",15.1122019765969,"1"
2,3200,"male","1",20.1496026354625,"1"
2,4000,"male","1",25.1870032943281,"1"
2,4800,"male","1",30.2244039531937,"1"
2,5600,"male","1",35.2618046120594,"1"
2,6400,"male","1",40.299205270925,"1"
2,7200,"male","1",45.3366059297906,"1"
2,8000,"male","1",50.3740065886562,"1"
2,8800,"male","1",55.4114072475218,"1"
2,9600,"male","1",60.4488079063875,"1"
2,10400,"male","1",65.4862085652531,"1"
2,11200,"male","1",70.5236092241187,"1"
2,12000,"male","1",75.5610098829843,"1"
2,12800,"male","1",80.59841054185,"1"
2,13600,"male","1",85.6358112007156,"1"
2,14400,"male","1",90.6732118595812,"1"
2,15200,"male","1",95.7106125184468,"1"
2,16000,"male","1",100.748013177312,"1"
2,16800,"male","1",105.785413836178,"1"
2,17600,"male","1",110.822814495044,"1"
2,18400,"male","1",115.860215153909,"1"
2,19200,"male","1",120.897615812775,"1"
2,20000,"male","1",125.935016471641,"1"
2,20800,"male","1",130.972417130506,"1"
2,21600,"male","1",136.009817789372,"1"
2,22400,"male","1",141.047218448237,"1"
2,23200,"male","1",146.084619107103,"1"
2,24000,"male","1",151.122019765969,"1"
2,24800,"male","1",156.159420424834,"1"
2,25600,"male","1",161.1968210837,"1"
2,26400,"male","1",166.234221742566,"1"
2,27200,"male","1",171.271622401431,"1"
2,28000,"male","1",176.309023060297,"1"
2,28800,"male","1",181.346423719162,"1"
2,29600,"male","1",186.383824378028,"1"
2,30400,"male","1",191.421225036894,"1"
2,31200,"male","1",196.458625695759,"1"
2,32000,"male","1",201.496026354625,"1"
2,32800,"male","1",206.533427013491,"1"
2,33600,"male","1",211.570827672356,"1"
2,34400,"male","1",216.608228331222,"1"
2,35200,"male","1",221.645628990087,"1"
2,36000,"male","1",226.683029648953,"1"
2,36800,"male","1",231.720430307819,"1"
2,37600,"male","1",236.757830966684,"1"
2,38400,"male","1",241.79523162555,"1"
2,39200,"male","1",246.832632284415,"1"
2,40000,"male","1",251.870032943281,"1"
2,40800,"male","1",256.907433602147,"1"
2,41600,"male","1",261.944834261012,"1"
2,42400,"male","1",266.982234919878,"1"
2,43200,"male","1",272.019635578744,"1"
2,44000,"male","1",277.057036237609,"1"
2,44800,"male","1",282.094436896475,"1"
2,45600,"male","1",287.13183755534,"1"
2,46400,"male","1",292.169238214206,"1"
2,47200,"male","1",297.206638873072,"1"
2,48000,"male","1",302.244039531937,"1"
2,48800,"male","1",307.281440190803,"1"
2,49600,"male","1",312.318840849669,"1"
2,50400,"male","1",317.356241508534,"1"
2,51200,"male","1",322.3936421674,"1"
2,52000,"male","1",327.431042826265,"1"
2,52800,"male","1",332.468443485131,"1"
2,53600,"male","1",337.505844143997,"1"
2,54400,"male","1",342.543244802862,"1"
2,55200,"male","1",347.580645461728,"1"
2,56000,"male","1",352.618046120594,"1"
2,56800,"male","1",357.655446779459,"1"
2,57600,"male","1",362.692847438325,"1"
2,58400,"male","1",367.73024809719,"1"
2,59200,"male","1",372.767648756056,"1"
2,60000,"male","1",377.805049414922,"1"
2,60800,"male","1",382.842450073787,"1"
2,61600,"male","1",387.879850732653,"1"
2,62400,"male","1",392.917251391519,"1"
2,63200,"male","1",397.954652050384,"1"
2,64000,"male","1",402.99205270925,"1"
2,64800,"male","1",408.029453368115,"1"
2,65600,"male","1",413.066854026981,"1"
2,66400,"male","1",418.104254685847,"1"
2,67200,"male","1",423.141655344712,"1"
2,68000,"male","1",428.179056003578,"1"
2,68800,"male","1",433.216456662444,"1"
2,69600,"male","1",438.253857321309,"1"
2,70400,"male","1",443.291257980175,"1"
2,71200,"male","1",448.32865863904,"1"
2,72000,"male","1",453.366059297906,"1"
2,72800,"male","1",458.403459956772,"1"
2,73600,"male","1",463.440860615637,"1"
2,74400,"male","1",468.478261274503,"1"
2,75200,"male","1",473.515661933369,"1"
2,76000,"male","1",478.553062592234,"1"
2,76800,"male","1",483.5904632511,"1"
2,77600,"male","1",488.627863909965,"1"
2,78400,"male","1",493.665264568831,"1"
2,79200,"male","1",498.702665227697,"1"
2,1,"male","2",0.00629675082358203,"1"
2,800,"male","2",5.03740065886562,"1"
2,1600,"male","2",10.0748013177312,"1"
2,2400,"male","2",15.1122019765969,"1"
2,3200,"male","2",20.1496026354625,"1"
2,4000,"male","2",25.1870032943281,"1"
2,4800,"male","2",30.2244039531937,"1"
2,5600,"male","2",35.2618046120594,"1"
2,6400,"male","2",40.299205270925,"1"
2,7200,"male","2",45.3366059297906,"1"
2,8000,"male","2",50.3740065886562,"1"
2,8800,"male","2",55.4114072475218,"1"
2,9600,"male","2",60.4488079063875,"1"
2,10400,"male","2",65.4862085652531,"1"
2,11200,"male","2",70.5236092241187,"1"
2,12000,"male","2",75.5610098829843,"1"
2,12800,"male","2",80.59841054185,"1"
2,13600,"male","2",85.6358112007156,"1"
2,14400,"male","2",90.6732118595812,"1"
2,15200,"male","2",95.7106125184468,"1"
2,16000,"male","2",100.748013177312,"1"
2,16800,"male","2",105.785413836178,"1"
2,17600,"male","2",110.822814495044,"1"
2,18400,"male","2",115.860215153909,"1"
2,19200,"male","2",120.897615812775,"1"
2,20000,"male","2",125.935016471641,"1"
2,20800,"male","2",130.972417130506,"1"
2,21600,"male","2",136.009817789372,"1"
2,22400,"male","2",141.047218448237,"1"
2,23200,"male","2",146.084619107103,"1"
2,24000,"male","2",151.122019765969,"1"
2,24800,"male","2",156.159420424834,"1"
2,25600,"male","2",161.1968210837,"1"
2,26400,"male","2",166.234221742566,"1"
2,27200,"male","2",171.271622401431,"1"
2,28000,"male","2",176.309023060297,"1"
2,28800,"male","2",181.346423719162,"1"
2,29600,"male","2",186.383824378028,"1"
2,30400,"male","2",191.421225036894,"1"
2,31200,"male","2",196.458625695759,"1"
2,32000,"male","2",201.496026354625,"1"
2,32800,"male","2",206.533427013491,"1"
2,33600,"male","2",211.570827672356,"1"
2,34400,"male","2",216.608228331222,"1"
2,35200,"male","2",221.645628990087,"1"
2,36000,"male","2",226.683029648953,"1"
2,36800,"male","2",231.720430307819,"1"
2,37600,"male","2",236.757830966684,"1"
2,38400,"male","2",241.79523162555,"1"
2,39200,"male","2",246.832632284415,"1"
2,40000,"male","2",251.870032943281,"1"
2,40800,"male","2",256.907433602147,"1"
2,41600,"male","2",261.944834261012,"1"
2,42400,"male","2",266.982234919878,"1"
2,43200,"male","2",272.019635578744,"1"
2,44000,"male","2",277.057036237609,"1"
2,44800,"male","2",282.094436896475,"1"
2,45600,"male","2",287.13183755534,"1"
2,46400,"male","2",292.169238214206,"1"
2,47200,"male","2",297.206638873072,"1"
2,48000,"male","2",302.244039531937,"1"
2,48800,"male","2",307.281440190803,"1"
2,49600,"male","2",312.318840849669,"1"
2,50400,"male","2",317.356241508534,"1"
2,51200,"male","2",322.3936421674,"1"
2,52000,"male","2",327.431042826265,"1"
2,52800,"male","2",332.468443485131,"1"
2,53600,"male","2",337.505844143997,"1"
2,54400,"male","2",342.543244802862,"1"
2,55200,"male","2",347.580645461728,"1"
2,56000,"male","2",352.618046120594,"1"
2,56800,"male","2",357.655446779459,"1"
2,57600,"male","2",362.692847438325,"1"
2,58400,"male","2",367.73024809719,"1"
2,59200,"male","2",372.767648756056,"1"
2,60000,"male","2",377.805049414922,"1"
2,60800,"male","2",382.842450073787,"1"
2,61600,"male","2",387.879850732653,"1"
2,62400,"male","2",392.917251391519,"1"
2,63200,"male","2",397.954652050384,"1"
2,64000,"male","2",402.99205270925,"1"
2,64800,"male","2",408.029453368115,"1"
2,65600,"male","2",413.066854026981,"1"
2,66400,"male","2",418.104254685847,"1"
2,67200,"male","2",423.141655344712,"1"
2,68000,"male","2",428.179056003578,"1"
2,68800,"male","2",433.216456662444,"1"
2,69600,"male","2",438.253857321309,"1"
2,70400,"male","2",443.291257980175,"1"
2,71200,"male","2",448.32865863904,"1"
2,72000,"male","2",453.366059297906,"1"
2,72800,"male","2",458.403459956772,"1"
2,73600,"male","2",463.440860615637,"1"
2,74400,"male","2",468.478261274503,"1"
2,75200,"male","2",473.515661933369,"1"
2,76000,"male","2",478.553062592234,"1"
2,76800,"male","2",483.5904632511,"1"
2,77600,"male","2",488.627863909965,"1"
2,78400,"male","2",493.665264568831,"1"
2,79200,"male","2",498.702665227697,"1"
2,1,"male","3",0.00629675082358203,"1"
2,800,"male","3",5.03740065886562,"1"
2,1600,"male","3",10.0748013177312,"1"
2,2400,"male","3",15.1122019765969,"1"
2,3200,"male","3",20.1496026354625,"1"
2,4000,"male","3",25.1870032943281,"1"
2,4800,"male","3",30.2244039531937,"1"
2,5600,"male","3",35.2618046120594,"1"
2,6400,"male","3",40.299205270925,"1"
2,7200,"male","3",45.3366059297906,"1"
2,8000,"male","3",50.3740065886562,"1"
2,8800,"male","3",55.4114072475218,"1"
2,9600,"male","3",60.4488079063875,"1"
2,10400,"male","3",65.4862085652531,"1"
2,11200,"male","3",70.5236092241187,"1"
2,12000,"male","3",75.5610098829843,"1"
2,12800,"male","3",80.59841054185,"1"
2,13600,"male","3",85.6358112007156,"1"
2,14400,"male","3",90.6732118595812,"1"
2,15200,"male","3",95.7106125184468,"1"
2,16000,"male","3",100.748013177312,"1"
2,16800,"male","3",105.785413836178,"1"
2,17600,"male","3",110.822814495044,"1"
2,18400,"male","3",115.860215153909,"1"
2,19200,"male","3",120.897615812775,"1"
2,20000,"male","3",125.935016471641,"1"
2,20800,"male","3",130.972417130506,"1"
2,21600,"male","3",136.009817789372,"1"
2,22400,"male","3",141.047218448237,"1"
2,23200,"male","3",146.084619107103,"1"
2,24000,"male","3",151.122019765969,"1"
2,24800,"male","3",156.159420424834,"1"
2,25600,"male","3",161.1968210837,"1"
2,26400,"male","3",166.234221742566,"1"
2,27200,"male","3",171.271622401431,"1"
2,28000,"male","3",176.309023060297,"1"
2,28800,"male","3",181.346423719162,"1"
2,29600,"male","3",186.383824378028,"1"
2,30400,"male","3",191.421225036894,"1"
2,31200,"male","3",196.458625695759,"1"
2,32000,"male","3",201.496026354625,"1"
2,32800,"male","3",206.533427013491,"1"
2,33600,"male","3",211.570827672356,"1"
2,34400,"male","3",216.608228331222,"1"
2,35200,"male","3",221.645628990087,"1"
2,36000,"male","3",226.683029648953,"1"
2,36800,"male","3",231.720430307819,"1"
2,37600,"male","3",236.757830966684,"1"
2,38400,"male","3",241.79523162555,"1"
2,39200,"male","3",246.832632284415,"1"
2,40000,"male","3",251.870032943281,"1"
2,40800,"male","3",256.907433602147,"1"
2,41600,"male","3",261.944834261012,"1"
2,42400,"male","3",266.982234919878,"1"
2,43200,"male","3",272.019635578744,"1"
2,44000,"male","3",277.057036237609,"1"
2,44800,"male","3",282.094436896475,"1"
2,45600,"male","3",287.13183755534,"1"
2,46400,"male","3",292.169238214206,"1"
2,47200,"male","3",297.206638873072,"1"
2,48000,"male","3",302.244039531937,"1"
2,48800,"male","3",307.281440190803,"1"
2,49600,"male","3",312.318840849669,"1"
2,50400,"male","3",317.356241508534,"1"
2,51200,"male","3",322.3936421674,"1"
2,52000,"male","3",327.431042826265,"1"
2,52800,"male","3",332.468443485131,"1"
2,53600,"male","3",337.505844143997,"1"
2,54400,"male","3",342.543244802862,"1"
2,55200,"male","3",347.580645461728,"1"
2,56000,"male","3",352.618046120594,"1"
2,56800,"male","3",357.655446779459,"1"
2,57600,"male","3",362.692847438325,"1"
2,58400,"male","3",367.73024809719,"1"
2,59200,"male","3",372.767648756056,"1"
2,60000,"male","3",377.805049414922,"1"
2,60800,"male","3",382.842450073787,"1"
2,61600,"male","3",387.879850732653,"1"
2,62400,"male","3",392.917251391519,"1"
2,63200,"male","3",397.954652050384,"1"
2,64000,"male","3",402.99205270925,"1"
2,64800,"male","3",408.029453368115,"1"
2,65600,"male","3",413.066854026981,"1"
2,66400,"male","3",418.104254685847,"1"
2,67200,"male","3",423.141655344712,"1"
2,68000,"male","3",428.179056003578,"1"
2,68800,"male","3",433.216456662444,"1"
2,69600,"male","3",438.253857321309,"1"
2,70400,"male","3",443.291257980175,"1"
2,71200,"male","3",448.32865863904,"1"
2,72000,"male","3",453.366059297906,"1"
2,72800,"male","3",458.403459956772,"1"
2,73600,"male","3",463.440860615637,"1"
2,74400,"male","3",468.478261274503,"1"
2,75200,"male","3",473.515661933369,"1"
2,76000,"male","3",478.553062592234,"1"
2,76800,"male","3",483.5904632511,"1"
2,77600,"male","3",488.627863909965,"1"
2,78400,"male","3",493.665264568831,"1"
2,79200,"male","3",498.702665227697,"1"
3,1,"male","1",0.00629675082358203,"1"
3,800,"male","1",5.03740065886562,"1"
3,1600,"male","1",10.0748013177312,"1"
3,2400,"male","1",15.1122019765969,"1"
3,3200,"male","1",20.1496026354625,"1"
3,4000,"male","1",25.1870032943281,"1"
3,4800,"male","1",30.2244039531937,"1"
3,5600,"male","1",35.2618046120594,"1"
3,6400,"male","1",40.299205270925,"1"
3,7200,"male","1",45.3366059297906,"1"
3,8000,"male","1",50.3740065886562,"1"
3,8800,"male","1",55.4114072475218,"1"
3,9600,"male","1",60.4488079063875,"1"
3,10400,"male","1",65.4862085652531,"1"
3,11200,"male","1",70.5236092241187,"1"
3,12000,"male","1",75.5610098829843,"1"
3,12800,"male","1",80.59841054185,"1"
3,13600,"male","1",85.6358112007156,"1"
3,14400,"male","1",90.6732118595812,"1"
3,15200,"male","1",95.7106125184468,"1"
3,16000,"male","1",100.748013177312,"1"
3,16800,"male","1",105.785413836178,"1"
3,17600,"male","1",110.822814495044,"1"
3,18400,"male","1",115.860215153909,"1"
3,19200,"male","1",120.897615812775,"1"
3,20000,"male","1",125.935016471641,"1"
3,20800,"male","1",130.972417130506,"1"
3,21600,"male","1",136.009817789372,"1"
3,22400,"male","1",141.047218448237,"1"
3,23200,"male","1",146.084619107103,"1"
3,24000,"male","1",151.122019765969,"1"
3,24800,"male","1",156.159420424834,"1"
3,25600,"male","1",161.1968210837,"1"
3,26400,"male","1",166.234221742566,"1"
3,27200,"male","1",171.271622401431,"1"
3,28000,"male","1",176.309023060297,"1"
3,28800,"male","1",181.346423719162,"1"
3,29600,"male","1",186.383824378028,"1"
3,30400,"male","1",191.421225036894,"1"
3,31200,"male","1",196.458625695759,"1"
3,32000,"male","1",201.496026354625,"1"
3,32800,"male","1",206.533427013491,"1"
3,33600,"male","1",211.570827672356,"1"
3,34400,"male","1",216.608228331222,"1"
3,35200,"male","1",221.645628990087,"1"
3,36000,"male","1",226.683029648953,"1"
3,36800,"male","1",231.720430307819,"1"
3,37600,"male","1",236.757830966684,"1"
3,38400,"male","1",241.79523162555,"1"
3,39200,"male","1",246.832632284415,"1"
3,40000,"male","1",251.870032943281,"1"
3,40800,"male","1",256.907433602147,"1"
3,41600,"male","1",261.944834261012,"1"
3,42400,"male","1",266.982234919878,"1"
3,43200,"male","1",272.019635578744,"1"
3,44000,"male","1",277.057036237609,"1"
3,44800,"male","1",282.094436896475,"1"
